Gloss,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
LIGHTHOUSE,,,,,,,,,,,,,,,,,,,
LIGHTNING,,,,,,,,,,,,,,,,,,,
LIKE,,,,,,,,,,,,,,,,,,,
LIKE+-1h-NEG,,,,,,,,,,,,,,,,,,,
LIMIT,,,,,,,,,,,,,,,,,,,
LINE,,,,,,,,,,,,,,,,,,,
LINE-UP,,,,,,,,,,,,,,,,,,,
LINED-PAPER,,,,,,,,,,,,,,,,,,,
LINGUISTICS,,,,,,,,,,,,,,,,,,,
LION,,,,,,,,,,,,,,,,,,,
LIP-MOUTH,,,,,,,,,,,,,,,,,,,
LIPREAD,,,,,,,,,,,,,,,,,,,
LIPSTICK,,,,,,,,,,,,,,,,,,,
LIST,,,,,,,,,,,,,,,,,,,
LIST+DO-DO,,,,,,,,,,,,,,,,,,,
LIST-ORDER-IX,,,,,,,,,,,,,,,,,,,
LIST-ORDER-MIDDLE,,,,,,,,,,,,,,,,,,,
LIST-ORDER-PINKY,,,,,,,,,,,,,,,,,,,
LIST-ORDER-RING,,,,,,,,,,,,,,,,,,,
LIST-ORDER-THUMB,,,,,,,,,,,,,,,,,,,
LITTLE,,,,,,,,,,,,,,,,,,,
LITTLE-BIT,,,,,,,,,,,,,,,,,,,
LIVE,,,,,,,,,,,,,,,,,,,
LOBSTER,LOBSTER,CRAB,CRAB,,,,,,,,,,,,,,,,
LOCAL,,,,,,,,,,,,,,,,,,,
LOCK,,,,,,,,,,,,,,,,,,,
LOLLIPOP,,,,,,,,,,,,,,,,,,,
LONELY,,,,,,,,,,,,,,,,,,,
LONG,,,,,,,,,,,,,,,,,,,
LONG-AGO,,,,,,,,,,,,,,,,,,,
LONG-SLEEVE,,,,,,,,,,,,,,,,,,,
LONG_LINE,LONG LINE,LINE UP, STUCK IN A LONG LINE,QUEUE,,,,,,,,,,,,,,,
LOOK,,,,,,,,,,,,,,,,,,,
LOOK-BY-EYE,,,,,,,,,,,,,,,,,,,
LOOSE,,,,,,,,,,,,,,,,,,,
LORD,,,,,,,,,,,,,,,,,,,
LORD-GOD,,,,,,,,,,,,,,,,,,,
LOSE,,,,,,,,,,,,,,,,,,,
LOSE-COMPETITION,,,,,,,,,,,,,,,,,,,
LOSE-WEIGHT,,,,,,,,,,,,,,,,,,,
LOTION,,,,,,,,,,,,,,,,,,,
LOUDSPEAKER,,,,,,,,,,,,,,,,,,,
LOUSY,,,,,,,,,,,,,,,,,,,
LOW,,,,,,,,,,,,,,,,,,,
LOWERCASE-TINY,,,,,,,,,,,,,,,,,,,
LUCKY,,,,,,,,,,,,,,,,,,,
LUNCH,,,,,,,,,,,,,,,,,,,
LUNGS,,,,,,,,,,,,,,,,,,,
LUTHERAN,,,,,,,,,,,,,,,,,,,
LUTHERAN++AGENT,,,,,,,,,,,,,,,,,,,
M,,,,,,,,,,,,,,,,,,,
MACHINE,,,,,,,,,,,,,,,,,,,
MAD,,,,,,,,,,,,,,,,,,,
MAGAZINE,,,,,,,,,,,,,,,,,,,
MAGIC,,,,,,,,,,,,,,,,,,,
MAGNET,,,,,,,,,,,,,,,,,,,
MAGNET-2,,,,,,,,,,,,,,,,,,,
MAGNET-3,,,,,,,,,,,,,,,,,,,
MAIL,MAIL,LETTER, STAMP,LETTER, STAMP, POST,,,,,,,,,,,,,
MAJOR,,,,,,,,,,,,,,,,,,,
MAKE,,,,,,,,,,,,,,,,,,,
MAKE-BUBBLES,,,,,,,,,,,,,,,,,,,
MALE-COUSIN,,,,,,,,,,,,,,,,,,,
MAN,,,,,,,,,,,,,,,,,,,
MAN-2,,,,,,,,,,,,,,,,,,,
MANAGE-CONTROL,,,,,,,,,,,,,,,,,,,
MANAGE-CONTROL+AGENT,,,,,,,,,,,,,,,,,,,
MANY,,,,,,,,,,,,,,,,,,,
MARCHING,,,,,,,,,,,,,,,,,,,
MARIJUANA,,,,,,,,,,,,,,,,,,,
MARIONETTE,,,,,,,,,,,,,,,,,,,
MARRY,,,,,,,,,,,,,,,,,,,
MASCARA,MASCARA,EYELASH(ES), EYELINER,EYELASH, MASCARA,,,,,,,,,,,,,,
MASK,,,,,,,,,,,,,,,,,,,
MATCH,,,,,,,,,,,,,,,,,,,
MATERIAL,,,,,,,,,,,,,,,,,,,
MATH,,,,,,,,,,,,,,,,,,,
MAXIMUM,,,,,,,,,,,,,,,,,,,
MAYBE,,,,,,,,,,,,,,,,,,,
MEAN_1,MEAN,CRUEL, CRUELTY,,,,,,,,,,,,,,,,
MEASLES,,,,,,,,,,,,,,,,,,,
MEAT,,,,,,,,,,,,,,,,,,,
MECHANIC_1,MECHANIC,PLUMBER, MAINTENANCE,,,,,,,,,,,,,,,,
MECHANIC_2,MECHANIC,PLUMBING, WRENCH, PLUMBER, TOOL, REPAIR,,,,,,,,,,,,,
MEDICAL-PATIENT,,,,,,,,,,,,,,,,,,,
MEDICINE,MEDICINE, MEDICATION,MEDICAL,POISON, MEDICAL, DRUG, DRUGS, RX, MEDICINAL,,,,,,,,,,
MEDITATE,,,,,,,,,,,,,,,,,,,
MEET,,,,,,,,,,,,,,,,,,,
MEETING,,,,,,,,,,,,,,,,,,,
MELON-PUMPKIN,,,,,,,,,,,,,,,,,,,
MELT-SOLVE,,,,,,,,,,,,,,,,,,,
MEMBER,,,,,,,,,,,,,,,,,,,
MEMORIZE,,,,,,,,,,,,,,,,,,,
MENSTRUATE,,,,,,,,,,,,,,,,,,,
MENTAL-SCAR,,,,,,,,,,,,,,,,,,,
MENTALLY-RETARDED,,,,,,,,,,,,,,,,,,,
MERGE-MAINSTREAM,,,,,,,,,,,,,,,,,,,
MESSED-UP,,,,,,,,,,,,,,,,,,,
METAL,METAL,STEEL, GARBAGE, TRASH,STEEL, GREY, IRON,,,,,,,,,,,,
METHOD,,,,,,,,,,,,,,,,,,,
MICROPHONE,,,,,,,,,,,,,,,,,,,
MICROWAVE,,,,,,,,,,,,,,,,,,,
MIDDLE,,,,,,,,,,,,,,,,,,,
MIDDLE+WEST,,,,,,,,,,,,,,,,,,,
MIDNIGHT,,,,,,,,,,,,,,,,,,,
MILITARY,,,,,,,,,,,,,,,,,,,
MILK,,,,,,,,,,,,,,,,,,,
MILK-COW,,,,,,,,,,,,,,,,,,,
MILLION,,,,,,,,,,,,,,,,,,,
MILLION+AGENT,,,,,,,,,,,,,,,,,,,
MILLION-2+AGENT,,,,,,,,,,,,,,,,,,,
MIME,MIME,MOTION, PACK, SCRAPPING,,,,,,,,,,,,,,,
MIND,,,,,,,,,,,,,,,,,,,
MIND+BLOW-UP,,,,,,,,,,,,,,,,,,,
MIND+OFF-COURSE,,,,,,,,,,,,,,,,,,,
MINOR,,,,,,,,,,,,,,,,,,,
MINUTE,,,,,,,,,,,,,,,,,,,
MIRROR,,,,,,,,,,,,,,,,,,,
MISCOMMUNICATE,,,,,,,,,,,,,,,,,,,
MISS-ASSUME,,,,,,,,,,,,,,,,,,,
MISTAKE,,,,,,,,,,,,,,,,,,,
MISUNDERSTAND,,,,,,,,,,,,,,,,,,,
MIX-UP,,,,,,,,,,,,,,,,,,,
MOLD,,,,,,,,,,,,,,,,,,,
MONDAY,,,,,,,,,,,,,,,,,,,
MONEY,,,,,,,,,,,,,,,,,,,
MONEY++TRADE,,,,,,,,,,,,,,,,,,,
MONKEY,,,,,,,,,,,,,,,,,,,
MOOCH,,,,,,,,,,,,,,,,,,,
MOON,,,,,,,,,,,,,,,,,,,
MOOSE,,,,,,,,,,,,,,,,,,,
MOP,,,,,,,,,,,,,,,,,,,
MORE,,,,,,,,,,,,,,,,,,,
MORE-THAN,,,,,,,,,,,,,,,,,,,
MORNING,,,,,,,,,,,,,,,,,,,
MOSQUE,,,,,,,,,,,,,,,,,,,
MOSQUITO,,,,,,,,,,,,,,,,,,,
MOST,,,,,,,,,,,,,,,,,,,
MOTHER,,,,,,,,,,,,,,,,,,,
MOTHER+FATHER,,,,,,,,,,,,,,,,,,,
MOTHER+LAW,,,,,,,,,,,,,,,,,,,
MOTIVATE,,,,,,,,,,,,,,,,,,,
MOTIVATE++AGENT,,,,,,,,,,,,,,,,,,,
MOTOR,,,,,,,,,,,,,,,,,,,
MOTORCYCLE,,,,,,,,,,,,,,,,,,,
MOUNTAIN,,,,,,,,,,,,,,,,,,,
MOUSE,MOUSE,MICE, FAKE, FALSE,,,,,,,,,,,,,,,
MOUSE-FICTION,,,,,,,,,,,,,,,,,,,
MOVE,,,,,,,,,,,,,,,,,,,
MOVE-AROUND,,,,,,,,,,,,,,,,,,,
MOVE-AWAY,,,,,,,,,,,,,,,,,,,
MOVIE,MOVIE, MOVIES,FILM, CHEESE,,,,,,,,,,,,,,,
MOVIE+SQUARE,,,,,,,,,,,,,,,,,,,
MOW,,,,,,,,,,,,,,,,,,,
MUMPS,,,,,,,,,,,,,,,,,,,
MUSEUM,MUSEUM,MCDONALDS, MONTANA,,,,,,,,,,,,,,,,
MUSIC,,,,,,,,,,,,,,,,,,,
MUSIC++AGENT,,,,,,,,,,,,,,,,,,,
MUSIC++GROUP-TOGETHER,,,,,,,,,,,,,,,,,,,
MUSIC-RECORD,,,,,,,,,,,,,,,,,,,
MUSLIM,,,,,,,,,,,,,,,,,,,
MUST,,,,,,,,,,,,,,,,,,,
MUSTACHE,,,,,,,,,,,,,,,,,,,
MYSTERY,,,,,,,,,,,,,,,,,,,
N,,,,,,,,,,,,,,,,,,,
NAB,,,,,,,,,,,,,,,,,,,
NAKED,,,,,,,,,,,,,,,,,,,
NAME,,,,,,,,,,,,,,,,,,,
NAPKIN,NAPKIN, NAPKINS,CUED SPEECH,CUED SPEECH,,,,,,,,,,,,,,,
NARROW-STREET,,,,,,,,,,,,,,,,,,,
NATIVE,,,,,,,,,,,,,,,,,,,
NAVY,,,,,,,,,,,,,,,,,,,
NEAR,,,,,,,,,,,,,,,,,,,
NEAT,,,,,,,,,,,,,,,,,,,
NECK,,,,,,,,,,,,,,,,,,,
NECKLACE,,,,,,,,,,,,,,,,,,,
NECKTIE,,,,,,,,,,,,,,,,,,,
NEGATIVE,,,,,,,,,,,,,,,,,,,
NEPHEW,NEPHEW,NIECE, BOY WITH SIGN NAME M,NEPHEW, NEUROLOGY,,,,,,,,,,,,,,
NERVE-VEIN,,,,,,,,,,,,,,,,,,,
NERVOUS,,,,,,,,,,,,,,,,,,,
NERVY,,,,,,,,,,,,,,,,,,,
NET,,,,,,,,,,,,,,,,,,,
NEUTRAL,NEUTRAL,NOUN,,,,,,,,,,,,,,,,,
NEVER,,,,,,,,,,,,,,,,,,,
NEW,,,,,,,,,,,,,,,,,,,
NEW+TESTAMENT,,,,,,,,,,,,,,,,,,,
NEWSPAPER,NEWSPAPER,PRINT,PRINT, PRINTER, PUBLISH,,,,,,,,,,,,,,
NEXT,,,,,,,,,,,,,,,,,,,
NEXT+AGENT,,,,,,,,,,,,,,,,,,,
NEXT-TO,,,,,,,,,,,,,,,,,,,
NEXT-WEEK-2,,,,,,,,,,,,,,,,,,,
NEXT-YEAR,,,,,,,,,,,,,,,,,,,
NIBBLE,,,,,,,,,,,,,,,,,,,
NICE-CLEAN,,,,,,,,,,,,,,,,,,,
NIECE,,,,,,,,,,,,,,,,,,,
NIGHT,,,,,,,,,,,,,,,,,,,
NINE,,,,,,,,,,,,,,,,,,,
NINE+HOUR,,,,,,,,,,,,,,,,,,,
NINE-MONTHS,,,,,,,,,,,,,,,,,,,
NINE-WEEKS,,,,,,,,,,,,,,,,,,,
NINETEEN,,,,,,,,,,,,,,,,,,,
NINETY-EIGHT,,,,,,,,,,,,,,,,,,,
NINETY-NINE,,,,,,,,,,,,,,,,,,,
NINETY-SEVEN,,,,,,,,,,,,,,,,,,,
NINTH,,,,,,,,,,,,,,,,,,,
NIPPLES,,,,,,,,,,,,,,,,,,,
NO-PROBLEM,,,,,,,,,,,,,,,,,,,
NOISE,,,,,,,,,,,,,,,,,,,
NOISE+RUMBLE,,,,,,,,,,,,,,,,,,,
NONE,,,,,,,,,,,,,,,,,,,
NOON,,,,,,,,,,,,,,,,,,,
NORTH,,,,,,,,,,,,,,,,,,,
NOSE,,,,,,,,,,,,,,,,,,,
NOSE+OPPOSITE,,,,,,,,,,,,,,,,,,,
NOT,,,,,,,,,,,,,,,,,,,
NOT+SATISFIED,,,,,,,,,,,,,,,,,,,
NOT-CARE,,,,,,,,,,,,,,,,,,,
NOT-MIND,,,,,,,,,,,,,,,,,,,
NOT-MY-PROBLEM,,,,,,,,,,,,,,,,,,,
NOT-YET,,,,,,,,,,,,,,,,,,,
NOTHING,,,,,,,,,,,,,,,,,,,
NOTHING-AT-ALL,,,,,,,,,,,,,,,,,,,
NOTICE,,,,,,,,,,,,,,,,,,,
NOW,,,,,,,,,,,,,,,,,,,
NOW+-D-DAY,,,,,,,,,,,,,,,,,,,
NUMBER,,,,,,,,,,,,,,,,,,,
NUN,,,,,,,,,,,,,,,,,,,
NURSE,,,,,,,,,,,,,,,,,,,
NUT,,,,,,,,,,,,,,,,,,,
O,,,,,,,,,,,,,,,,,,,
OBESE,,,,,,,,,,,,,,,,,,,
OBSCURE,,,,,,,,,,,,,,,,,,,
OCEAN,,,,,,,,,,,,,,,,,,,
OCTOPUS,,,,,,,,,,,,,,,,,,,
OF-COURSE,,,,,,,,,,,,,,,,,,,
OFF,,,,,,,,,,,,,,,,,,,
OFFICE,,,,,,,,,,,,,,,,,,,
OFF_THE_POINT,OFF THE POINT,RANDOM,OFF THE POINT, OFF THE TOPIC, OFF THE SUBJECT, DEVIATE, OFF BASE, OFF THE TRACK,,,,,,,,,,,
OFTEN,,,,,,,,,,,,,,,,,,,
OH-I-SEE,,,,,,,,,,,,,,,,,,,
OIL,,,,,,,,,,,,,,,,,,,
OLD,,,,,,,,,,,,,,,,,,,
OLD+LESS-THAN,,,,,,,,,,,,,,,,,,,
ON,,,,,,,,,,,,,,,,,,,
ONCE,,,,,,,,,,,,,,,,,,,
ONCE-IN-A-WHILE,,,,,,,,,,,,,,,,,,,
ONE,,,,,,,,,,,,,,,,,,,
ONE+HUNDRED,,,,,,,,,,,,,,,,,,,
ONE+MILLION,,,,,,,,,,,,,,,,,,,
ONE+MORE,,,,,,,,,,,,,,,,,,,
ONE+THOUSAND,,,,,,,,,,,,,,,,,,,
ONE-FOURTH,,,,,,,,,,,,,,,,,,,
ONE-MONTH,,,,,,,,,,,,,,,,,,,
ONE-MORE,,,,,,,,,,,,,,,,,,,
ONE-NIGHT-STAND,,,,,,,,,,,,,,,,,,,
ONE-THIRD,,,,,,,,,,,,,,,,,,,
ONE-WEEK,,,,,,,,,,,,,,,,,,,
ONION,ONION, ONIONS,,,,,,,,,,,,,,,,,
OPEN,,,,,,,,,,,,,,,,,,,
OPEN-DOOR,,,,,,,,,,,,,,,,,,,
OPEN-WINDOW,,,,,,,,,,,,,,,,,,,
OPINION,,,,,,,,,,,,,,,,,,,
OPPORTUNITY,,,,,,,,,,,,,,,,,,,
OPPOSITE,,,,,,,,,,,,,,,,,,,
OPPOSITE+AGENT,,,,,,,,,,,,,,,,,,,
OPTION,,,,,,,,,,,,,,,,,,,
ORANGE,,,,,,,,,,,,,,,,,,,
ORBIT,,,,,,,,,,,,,,,,,,,
ORDER,,,,,,,,,,,,,,,,,,,
ORDER_2,ORDER,COMMAND,COMMAND, ORDER,,,,,,,,,,,,,,,
ORGAN-MUSIC,,,,,,,,,,,,,,,,,,,
ORGANIZATION,,,,,,,,,,,,,,,,,,,
ORTHODOX,,,,,,,,,,,,,,,,,,,
OTHER,,,,,,,,,,,,,,,,,,,
OUT,,,,,,,,,,,,,,,,,,,
OVER-AFTER,,,,,,,,,,,,,,,,,,,
OVERFLOW,,,,,,,,,,,,,,,,,,,
OVERHEAD-PROJECTOR,,,,,,,,,,,,,,,,,,,
OVERLOOK,,,,,,,,,,,,,,,,,,,
OVERWHELMED,,,,,,,,,,,,,,,,,,,
OWE,OWE,DEBT, DUE, AFFORD, BILLING,OWE, DEBT, DUE, AFFORD, AFFORDABLE, BILL(S),,,,,,,,
OWL,,,,,,,,,,,,,,,,,,,
P,,,,,,,,,,,,,,,,,,,
PACK,,,,,,,,,,,,,,,,,,,
PADDLE-CANOE,,,,,,,,,,,,,,,,,,,
PAGER,,,,,,,,,,,,,,,,,,,
PAINT,,,,,,,,,,,,,,,,,,,
PAINT+AGENT,,,,,,,,,,,,,,,,,,,
PANCAKE,,,,,,,,,,,,,,,,,,,
PANTS,PANTS, PANT,SLACK,SLACKS, TROUSER,,,,,,,,,,,,,,
PAPER,,,,,,,,,,,,,,,,,,,
PAPER++CLIP,,,,,,,,,,,,,,,,,,,
PAPER++SQUARE,,,,,,,,,,,,,,,,,,,
PAPER-CHECK-CARD,,,,,,,,,,,,,,,,,,,
PARACHUTE,,,,,,,,,,,,,,,,,,,
PARAGRAPH,,,,,,,,,,,,,,,,,,,
PARALLEL,,,,,,,,,,,,,,,,,,,
PARENTHESES,,,,,,,,,,,,,,,,,,,
PARK,,,,,,,,,,,,,,,,,,,
PARK++DROP-COINS,,,,,,,,,,,,,,,,,,,
PARLIAMENT,,,,,,,,,,,,,,,,,,,
PARTY,,,,,,,,,,,,,,,,,,,
PASS,,,,,,,,,,,,,,,,,,,
PASS-DOWN,,,,,,,,,,,,,,,,,,,
PASS-OUT,,,,,,,,,,,,,,,,,,,
PAST,,,,,,,,,,,,,,,,,,,
PAST+NIGHT,,,,,,,,,,,,,,,,,,,
PAST+YEAR,,,,,,,,,,,,,,,,,,,
PAT-ON-BACK,,,,,,,,,,,,,,,,,,,
PATIENT,,,,,,,,,,,,,,,,,,,
PATIENT_3,PATIENT,BEAR, PATIENCE, TOLERANCE, TOLERATE, SUFFER, SUFFERING, ENDURE,TOLERATE, PATIENT, PATIENCE, SUCK IT UP, PUT UP WITH, BEAR,,,,,
PATRONIZE-FREQUENT,,,,,,,,,,,,,,,,,,,
PAY,,,,,,,,,,,,,,,,,,,
PAY++FINISH,,,,,,,,,,,,,,,,,,,
PAY-ATTENTION,,,,,,,,,,,,,,,,,,,
PAY-IN-FULL,,,,,,,,,,,,,,,,,,,
PCL:5-C-Lcrowd,,,,,,,,,,,,,,,,,,,
PCL:5coming in,,,,,,,,,,,,,,,,,,,
PEA-BRAIN,,,,,,,,,,,,,,,,,,,
PEACH,,,,,,,,,,,,,,,,,,,
PEAK-MOUNTAIN,,,,,,,,,,,,,,,,,,,
PEAR,,,,,,,,,,,,,,,,,,,
PEAS,,,,,,,,,,,,,,,,,,,
PEEK-AROUND,,,,,,,,,,,,,,,,,,,
PENCIL,,,,,,,,,,,,,,,,,,,
PENGUIN,,,,,,,,,,,,,,,,,,,
PENNY,PENNY,CENT,,,,,,,,,,,,,,,,,
PEOPLE,,,,,,,,,,,,,,,,,,,
PEOPLE+AUDIENCE,,,,,,,,,,,,,,,,,,,
PERCEIVE,,,,,,,,,,,,,,,,,,,
PERCENT,,,,,,,,,,,,,,,,,,,
PERFECT,PERFECT,EXACT, EXACTLY, PRECISELY, PERFECTION,PRECISE, EXACTLY, EXACT,,,,,,,,,,,
PERFUME,,,,,,,,,,,,,,,,,,,
PERIOD,,,,,,,,,,,,,,,,,,,
PERIOD-ON-PAGE,,,,,,,,,,,,,,,,,,,
PERMIT,,,,,,,,,,,,,,,,,,,
PERSON,,,,,,,,,,,,,,,,,,,
PERSONALITY,,,,,,,,,,,,,,,,,,,
PERSPECTIVE,,,,,,,,,,,,,,,,,,,
PET-SPOILED,,,,,,,,,,,,,,,,,,,
PHONE,,,,,,,,,,,,,,,,,,,
PHONE+PUSH-BUTTONS,,,,,,,,,,,,,,,,,,,
PHYSICAL,,,,,,,,,,,,,,,,,,,
PHYSICS,,,,,,,,,,,,,,,,,,,
PIANO,,,,,,,,,,,,,,,,,,,
PICK-CHOOSE,,,,,,,,,,,,,,,,,,,
PICKLE,,,,,,,,,,,,,,,,,,,
PICNIC,,,,,,,,,,,,,,,,,,,
PICTURE,,,,,,,,,,,,,,,,,,,
PIE,,,,,,,,,,,,,,,,,,,
PIG,,,,,,,,,,,,,,,,,,,
PILE,PILE,LARGE AMOUNT, A LOT,  BUNCH, PLENTY OF, BOUNTIFUL, OVERFLOW, OVERLOADED, BIG AND ROUND, BALLOON, MORE THAN ENOUGH,PLENTY, OVERFLOWED, HALF DOME, BUNCH OF(1), FLUFFY,,,
PILGRIM,,,,,,,,,,,,,,,,,,,
PILLOW,,,,,,,,,,,,,,,,,,,
PIMPLES,,,,,,,,,,,,,,,,,,,
PIN,,,,,,,,,,,,,,,,,,,
PINEAPPLE,,,,,,,,,,,,,,,,,,,
PING-PONG-TENNIS,,,,,,,,,,,,,,,,,,,
PINK,,,,,,,,,,,,,,,,,,,
PIPE,PIPE,SMOKE PIPE, IPHONE, DRINK ALCOHOL,POPEYE,,,,,,,,,,,,,,
PIRATE,,,,,,,,,,,,,,,,,,,
PISS-OFF,,,,,,,,,,,,,,,,,,,
PITCH-A-BALL,,,,,,,,,,,,,,,,,,,
PITCHER,,,,,,,,,,,,,,,,,,,
PITCHER-2,,,,,,,,,,,,,,,,,,,
PITY,,,,,,,,,,,,,,,,,,,
PIZZA,,,,,,,,,,,,,,,,,,,
PIZZA-2,,,,,,,,,,,,,,,,,,,
PIZZA-3,,,,,,,,,,,,,,,,,,,
PLACE,,,,,,,,,,,,,,,,,,,
PLAN,,,,,,,,,,,,,,,,,,,
PLANT-SEEDS,,,,,,,,,,,,,,,,,,,
PLASTIC,,,,,,,,,,,,,,,,,,,
PLAY,,,,,,,,,,,,,,,,,,,
PLAY+AGENT,,,,,,,,,,,,,,,,,,,
PLAY+GROUND,,,,,,,,,,,,,,,,,,,
PLAY-AROUND,,,,,,,,,,,,,,,,,,,
PLEASE--1h-ENJOY,,,,,,,,,,,,,,,,,,,
PLENTY,,,,,,,,,,,,,,,,,,,
PLUG,,,,,,,,,,,,,,,,,,,
PLUS,,,,,,,,,,,,,,,,,,,
PNEUMONIA,,,,,,,,,,,,,,,,,,,
POCKET,,,,,,,,,,,,,,,,,,,
POEM,,,,,,,,,,,,,,,,,,,
POETRY,,,,,,,,,,,,,,,,,,,
POINT-TO,,,,,,,,,,,,,,,,,,,
POKE,,,,,,,,,,,,,,,,,,,
POLICY,,,,,,,,,,,,,,,,,,,
POLITE,,,,,,,,,,,,,,,,,,,
POLITICS,,,,,,,,,,,,,,,,,,,
PONDER,,,,,,,,,,,,,,,,,,,
POOL_GAME,POOL,BILLIARDS,BILLIARDS,,,,,,,,,,,,,,,,
POOR,,,,,,,,,,,,,,,,,,,
POP,POP,CHIME THE BELL,POP A PIN IN A CUSHION, BEATS ON THE DRUM,POP THE IDEA, DEFLATE THE IDEA, BURST A BUBBLE,,,,,,,,,,,,
POP-CORK,,,,,,,,,,,,,,,,,,,
POP-UP,,,,,,,,,,,,,,,,,,,
POPCORN,,,,,,,,,,,,,,,,,,,
POPE,,,,,,,,,,,,,,,,,,,
POSS+:i,,,,,,,,,,,,,,,,,,,
POSS-1p,,,,,,,,,,,,,,,,,,,
POSS-2p,,,,,,,,,,,,,,,,,,,
POSTER,,,,,,,,,,,,,,,,,,,
POSTPONE,,,,,,,,,,,,,,,,,,,
POTATO,POTATO, POTATOES,CHIPS, POTATO CHIP,CHIPS, POTATO,,,,,,,,,,,,,
POUND-WEIGH,,,,,,,,,,,,,,,,,,,
POUR,,,,,,,,,,,,,,,,,,,
POWER,POWER,POWERFUL,POWERFUL,,,,,,,,,,,,,,,,
POWERFUL,,,,,,,,,,,,,,,,,,,
PRACTICE,,,,,,,,,,,,,,,,,,,
PRAY,,,,,,,,,,,,,,,,,,,
PREACH,,,,,,,,,,,,,,,,,,,
PREACH++AGENT,,,,,,,,,,,,,,,,,,,
PREDICT,,,,,,,,,,,,,,,,,,,
PREDICT+AGENT,,,,,,,,,,,,,,,,,,,
PREFER,PREFER,YOUNGER, RATHER, BETTER, HEALTHIER, CHIEF/CEO,,,,,,,,,,,,,
PREGNANT,,,,,,,,,,,,,,,,,,,
PRESBYTERIAN,,,,,,,,,,,,,,,,,,,
PRESIDENT,,,,,,,,,,,,,,,,,,,
PRESS-BUTTONS,,,,,,,,,,,,,,,,,,,
PRESSURE,,,,,,,,,,,,,,,,,,,
PREVENT,,,,,,,,,,,,,,,,,,,
PRICE,,,,,,,,,,,,,,,,,,,
PRIEST,,,,,,,,,,,,,,,,,,,
PRINCE,,,,,,,,,,,,,,,,,,,
PRINCESS,,,,,,,,,,,,,,,,,,,
PRINCIPAL,,,,,,,,,,,,,,,,,,,
PRINT,,,,,,,,,,,,,,,,,,,
PRINT+AGENT,,,,,,,,,,,,,,,,,,,
PRIORITY,,,,,,,,,,,,,,,,,,,
PRISON,,,,,,,,,,,,,,,,,,,
PRISON++AGENT,,,,,,,,,,,,,,,,,,,
PRIZE-DRAWING,,,,,,,,,,,,,,,,,,,
PROBLEM,,,,,,,,,,,,,,,,,,,
PROBLEM_1,PROBLEM, PROBLEMS,DIFFICULT, DIFFICULTY, ISSUE(S), PUZZLE,,,,,,,,,,,,,
PROCEED,,,,,,,,,,,,,,,,,,,
PROGRAM,,,,,,,,,,,,,,,,,,,
PROGRESS,,,,,,,,,,,,,,,,,,,
PROJECT,,,,,,,,,,,,,,,,,,,
PROMISCUOUS,,,,,,,,,,,,,,,,,,,
PROMISE,,,,,,,,,,,,,,,,,,,
PROPORTION,,,,,,,,,,,,,,,,,,,
PROTEST,,,,,,,,,,,,,,,,,,,
PROTESTANT,,,,,,,,,,,,,,,,,,,
PROUD,,,,,,,,,,,,,,,,,,,
PROVE,,,,,,,,,,,,,,,,,,,
PSYCHIATRY,,,,,,,,,,,,,,,,,,,
PSYCHIATRY++AGENT,,,,,,,,,,,,,,,,,,,
PSYCHOLOGIST,PSYCHOLOGIST,SHRINK, PSYCHOLOGY, PSYCHICAL,,,,,,,,,,,,,,,
PSYCHOLOGY,,,,,,,,,,,,,,,,,,,
PSYCHOLOGY++AGENT,,,,,,,,,,,,,,,,,,,
PUFF-SMOKE,,,,,,,,,,,,,,,,,,,
PULL,,,,,,,,,,,,,,,,,,,
PULSATE,,,,,,,,,,,,,,,,,,,
PUMPS,,,,,,,,,,,,,,,,,,,
PUNCH,,,,,,,,,,,,,,,,,,,
PUNISH,,,,,,,,,,,,,,,,,,,
PUPPET,,,,,,,,,,,,,,,,,,,
PURPLE,,,,,,,,,,,,,,,,,,,
PURSE,,,,,,,,,,,,,,,,,,,
PUSH,,,,,,,,,,,,,,,,,,,
PUT,,,,,,,,,,,,,,,,,,,
PUT-ON-GLOVES,,,,,,,,,,,,,,,,,,,
PUT-ON-HEARING-AID,,,,,,,,,,,,,,,,,,,
PUT-ON-RING,,,,,,,,,,,,,,,,,,,
PUZZLE-PUSH-BUTTONS,,,,,,,,,,,,,,,,,,,
Q,,,,,,,,,,,,,,,,,,,
Q-TIP,,,,,,,,,,,,,,,,,,,
QMwg,,,,,,,,,,,,,,,,,,,
QUADRUPLE,,,,,,,,,,,,,,,,,,,
QUEEN,,,,,,,,,,,,,,,,,,,
QUESTION,,,,,,,,,,,,,,,,,,,
QUIET,,,,,,,,,,,,,,,,,,,
QUINTUPLE,,,,,,,,,,,,,,,,,,,
QUIT,,,,,,,,,,,,,,,,,,,
QUOTE-TOPIC,,,,,,,,,,,,,,,,,,,
R,,,,,,,,,,,,,,,,,,,
RABBI,,,,,,,,,,,,,,,,,,,
RABBI-2,,,,,,,,,,,,,,,,,,,
RABBIT,,,,,,,,,,,,,,,,,,,
RACCOON,,,,,,,,,,,,,,,,,,,
RADIO,,,,,,,,,,,,,,,,,,,
RAIN,,,,,,,,,,,,,,,,,,,
RAINBOW,,,,,,,,,,,,,,,,,,,
RAKE,,,,,,,,,,,,,,,,,,,
